time	V(b1)	V(b2)	V(b3)	V(vb)
1.685167862834154e-005	2.019778e+000	2.087919e+000	2.094041e+000	3.000000e+000
1.695739291405584e-005	2.019209e+000	2.088467e+000	2.093896e+000	3.000000e+000
1.706310719977014e-005	2.018646e+000	2.089054e+000	2.093700e+000	3.000000e+000
1.716453577119873e-005	2.018129e+000	2.089656e+000	2.093450e+000	3.000000e+000
1.726596434262732e-005	2.017659e+000	2.090281e+000	2.093131e+000	3.000000e+000
1.736739291405591e-005	2.017237e+000	2.090931e+000	2.092743e+000	3.000000e+000
1.746882148548450e-005	2.016863e+000	2.091604e+000	2.092288e+000	3.000000e+000
1.757025005691308e-005	2.016537e+000	2.092301e+000	2.091764e+000	3.000000e+000
1.767167862834167e-005	2.016259e+000	2.093022e+000	2.091173e+000	3.000000e+000
1.777310719977026e-005	2.016029e+000	2.093766e+000	2.090513e+000	3.000000e+000
1.782310719977027e-005	2.015950e+000	2.094133e+000	2.090157e+000	3.000000e+000
1.789739291405599e-005	2.015861e+000	2.094688e+000	2.089595e+000	3.000000e+000
1.797167862834172e-005	2.015823e+000	2.095239e+000	2.088993e+000	3.000000e+000
1.804596434262744e-005	2.015837e+000	2.095787e+000	2.088350e+000	3.000000e+000
1.812025005691317e-005	2.015902e+000	2.096332e+000	2.087668e+000	3.000000e+000
1.819453577119890e-005	2.016018e+000	2.096873e+000	2.086946e+000	3.000000e+000
1.826882148548462e-005	2.016186e+000	2.097411e+000	2.086183e+000	3.000000e+000
1.834310719977035e-005	2.016405e+000	2.097945e+000	2.085381e+000	3.000000e+000
1.844025005691322e-005	2.016781e+000	2.098634e+000	2.084265e+000	3.000000e+000
1.853739291405609e-005	2.017281e+000	2.099277e+000	2.083097e+000	3.000000e+000
1.863453577119897e-005	2.017904e+000	2.099873e+000	2.081876e+000	3.000000e+000
1.873167862834184e-005	2.018650e+000	2.100423e+000	2.080604e+000	3.000000e+000
1.882882148548471e-005	2.019520e+000	2.100926e+000	2.079279e+000	3.000000e+000
1.892596434262759e-005	2.020513e+000	2.101382e+000	2.077902e+000	3.000000e+000
1.902310719977046e-005	2.021629e+000	2.101791e+000	2.076472e+000	3.000000e+000
1.912882148548476e-005	2.023013e+000	2.102159e+000	2.074862e+000	3.000000e+000
1.923453577119906e-005	2.024562e+000	2.102399e+000	2.073255e+000	3.000000e+000
1.934025005691337e-005	2.026276e+000	2.102512e+000	2.071652e+000	3.000000e+000
1.944596434262767e-005	2.028155e+000	2.102498e+000	2.070053e+000	3.000000e+000
1.955167862834197e-005	2.030198e+000	2.102357e+000	2.068457e+000	3.000000e+000
1.965739291405627e-005	2.032407e+000	2.102089e+000	2.066866e+000	3.000000e+000
1.976310719977058e-005	2.034781e+000	2.101693e+000	2.065279e+000	3.000000e+000
1.986167862834202e-005	2.037154e+000	2.101167e+000	2.063841e+000	3.000000e+000
1.996025005691346e-005	2.039630e+000	2.100471e+000	2.062509e+000	3.000000e+000
2.005882148548491e-005	2.042210e+000	2.099606e+000	2.061281e+000	3.000000e+000
2.015739291405635e-005	2.044893e+000	2.098572e+000	2.060158e+000	3.000000e+000
2.025596434262780e-005	2.047679e+000	2.097369e+000	2.059140e+000	3.000000e+000
2.035453577119924e-005	2.050569e+000	2.095997e+000	2.058226e+000	3.000000e+000
2.045310719977069e-005	2.053562e+000	2.094455e+000	2.057417e+000	3.000000e+000
2.050453577119927e-005	2.055140e+000	2.093569e+000	2.057075e+000	3.000000e+000
2.055596434262785e-005	2.056724e+000	2.092630e+000	2.056787e+000	3.000000e+000
2.060739291405643e-005	2.058315e+000	2.091639e+000	2.056554e+000	3.000000e+000
2.065882148548501e-005	2.059912e+000	2.090596e+000	2.056374e+000	3.000000e+000
2.071025005691358e-005	2.061516e+000	2.089500e+000	2.056249e+000	3.000000e+000
2.076167862834216e-005	2.063127e+000	2.088352e+000	2.056179e+000	3.000000e+000
